家,名前,型番,メーカー,メモ
花田家,エアコン,MSZ-SV288-W,三菱,"説明書
https://dl.mitsubishielectric.co.jp/dl/ldg/wink/ssl/wink_doc/m_contents/wink/RAC_IB/sg79f212h03.pdf"
